,ori,data_year,offense,cleared,actual
0,GA0010000,2017,larceny,25,175
1,GA0010000,2017,homicide,0,0
2,GA0010000,2017,human-trafficing,0,0
3,GA0010000,2017,rape-legacy,0,0
4,GA0010000,2017,burglary,10,109
5,GA0010000,2017,aggravated-assault,5,18
6,GA0010000,2017,arson,0,0
7,GA0010000,2017,rape,0,0
8,GA0010000,2017,violent-crime,6,20
9,GA0010000,2017,property-crime,38,304
10,GA0010000,2017,motor-vehicle-theft,3,20
11,GA0010000,2017,robbery,1,2
12,GA0010000,2018,homicide,0,0
13,GA0010000,2018,rape-legacy,0,0
14,GA0010000,2018,arson,0,0
15,GA0010000,2018,aggravated-assault,10,25
16,GA0010000,2018,robbery,0,0
17,GA0010000,2018,violent-crime,10,31
18,GA0010000,2018,human-trafficing,0,0
19,GA0010000,2018,rape,0,6
20,GA0010000,2018,larceny,38,177
21,GA0010000,2018,burglary,11,67
22,GA0010000,2018,motor-vehicle-theft,11,20
23,GA0010000,2018,property-crime,60,264
24,GA0010000,2019,rape-legacy,0,2
25,GA0010000,2019,aggravated-assault,4,20
26,GA0010000,2019,arson,0,0
27,GA0010000,2019,violent-crime,4,24
28,GA0010000,2019,robbery,0,0
29,GA0010000,2019,rape,0,4
30,GA0010000,2019,property-crime,32,192
31,GA0010000,2019,motor-vehicle-theft,4,15
32,GA0010000,2019,larceny,22,135
33,GA0010000,2019,human-trafficing,0,0
34,GA0010000,2019,homicide,0,0
35,GA0010000,2019,burglary,6,42
36,GA0010000,2020,property-crime,5,48
37,GA0010000,2020,violent-crime,4,3
38,GA0010000,2020,rape-legacy,0,0
39,GA0010000,2020,motor-vehicle-theft,2,2
40,GA0010000,2020,larceny,2,33
41,GA0010000,2020,human-trafficing,0,0
42,GA0010000,2020,aggravated-assault,3,3
43,GA0010000,2020,arson,0,0
44,GA0010000,2020,burglary,1,13
45,GA0010000,2020,homicide,0,0
46,GA0010000,2020,robbery,0,0
47,GA0010000,2020,rape,1,0
48,GA0010100,2017,human-trafficing,0,0
49,GA0010100,2017,motor-vehicle-theft,3,7
50,GA0010100,2017,violent-crime,39,48
51,GA0010100,2017,robbery,4,4
52,GA0010100,2017,rape-legacy,0,0
53,GA0010100,2017,rape,1,2
54,GA0010100,2017,property-crime,99,327
55,GA0010100,2017,aggravated-assault,33,41
56,GA0010100,2017,arson,0,0
57,GA0010100,2017,larceny,71,211
58,GA0010100,2017,burglary,25,109
59,GA0010100,2017,homicide,1,1
60,GA0010100,2018,motor-vehicle-theft,19,28
61,GA0010100,2018,violent-crime,46,73
62,GA0010100,2018,robbery,1,8
63,GA0010100,2018,rape-legacy,0,0
64,GA0010100,2018,rape,0,3
65,GA0010100,2018,property-crime,65,388
66,GA0010100,2018,larceny,39,293
67,GA0010100,2018,human-trafficing,0,0
68,GA0010100,2018,homicide,6,1
69,GA0010100,2018,burglary,7,67
70,GA0010100,2018,arson,0,0
71,GA0010100,2018,aggravated-assault,39,61
72,GA0010100,2019,human-trafficing,0,0
73,GA0010100,2019,larceny,55,144
74,GA0010100,2019,robbery,1,6
75,GA0010100,2019,violent-crime,38,59
76,GA0010100,2019,motor-vehicle-theft,7,12
77,GA0010100,2019,aggravated-assault,36,49
78,GA0010100,2019,arson,0,0
79,GA0010100,2019,property-crime,69,190
80,GA0010100,2019,rape,1,4
81,GA0010100,2019,rape-legacy,0,0
82,GA0010100,2019,burglary,7,34
83,GA0010100,2019,homicide,0,0
84,GA0010100,2020,rape,0,2
85,GA0010100,2020,aggravated-assault,0,4
86,GA0010100,2020,robbery,0,0
87,GA0010100,2020,arson,0,0
88,GA0010100,2020,burglary,1,12
89,GA0010100,2020,homicide,0,0
90,GA0010100,2020,human-trafficing,0,0
91,GA0010100,2020,rape-legacy,0,2
92,GA0010100,2020,larceny,61,99
93,GA0010100,2020,motor-vehicle-theft,2,12
94,GA0010100,2020,property-crime,64,123
95,GA0010100,2020,violent-crime,0,6
96,GA0020000,2019,larceny,2,10
97,GA0020000,2019,motor-vehicle-theft,1,3
98,GA0020000,2019,robbery,0,0
99,GA0020000,2019,rape-legacy,0,0
100,GA0020000,2019,rape,0,0
101,GA0020000,2019,human-trafficing,0,0
102,GA0020000,2019,homicide,0,0
103,GA0020000,2019,property-crime,6,17
104,GA0020000,2019,burglary,3,4
105,GA0020000,2019,arson,0,0
106,GA0020000,2019,aggravated-assault,2,5
107,GA0020000,2019,violent-crime,2,5
108,GA0020000,2020,motor-vehicle-theft,7,11
109,GA0020000,2020,aggravated-assault,7,21
110,GA0020000,2020,arson,0,0
111,GA0020000,2020,burglary,3,17
112,GA0020000,2020,homicide,0,0
113,GA0020000,2020,human-trafficing,0,0
114,GA0020000,2020,larceny,6,48
115,GA0020000,2020,property-crime,16,76
116,GA0020000,2020,rape,0,1
117,GA0020000,2020,rape-legacy,0,0
118,GA0020000,2020,robbery,1,1
119,GA0020000,2020,violent-crime,8,23
120,GA0030100,2017,burglary,11,61
121,GA0030100,2017,larceny,48,161
122,GA0030100,2017,motor-vehicle-theft,7,12
123,GA0030100,2017,homicide,0,0
124,GA0030100,2017,human-trafficing,0,0
125,GA0030100,2017,property-crime,66,234
126,GA0030100,2017,rape,1,3
127,GA0030100,2017,rape-legacy,0,0
128,GA0030100,2017,robbery,2,4
129,GA0030100,2017,arson,1,1
130,GA0030100,2017,aggravated-assault,10,18
131,GA0030100,2017,violent-crime,13,25
132,GA0030100,2018,aggravated-assault,10,21
133,GA0030100,2018,arson,1,1
134,GA0030100,2018,burglary,11,65
135,GA0030100,2018,homicide,1,1
136,GA0030100,2018,human-trafficing,0,0
137,GA0030100,2018,larceny,32,123
138,GA0030100,2018,motor-vehicle-theft,5,10
139,GA0030100,2018,property-crime,48,198
140,GA0030100,2018,rape,0,0
141,GA0030100,2018,rape-legacy,0,0
142,GA0030100,2018,robbery,0,3
143,GA0030100,2018,violent-crime,11,25
144,GA0030100,2019,burglary,6,36
145,GA0030100,2019,homicide,0,0
146,GA0030100,2019,human-trafficing,0,0
147,GA0030100,2019,larceny,13,69
148,GA0030100,2019,motor-vehicle-theft,2,6
149,GA0030100,2019,violent-crime,6,10
150,GA0030100,2019,rape-legacy,0,0
151,GA0030100,2019,property-crime,21,111
152,GA0030100,2019,arson,0,0
153,GA0030100,2019,robbery,0,2
154,GA0030100,2019,aggravated-assault,6,8
155,GA0030100,2019,rape,0,0
156,GA0030100,2020,arson,1,2
157,GA0030100,2020,robbery,0,2
158,GA0030100,2020,rape-legacy,0,2
159,GA0030100,2020,rape,0,2
160,GA0030100,2020,violent-crime,3,18
161,GA0030100,2020,property-crime,20,167
162,GA0030100,2020,motor-vehicle-theft,0,11
163,GA0030100,2020,larceny,20,117
164,GA0030100,2020,human-trafficing,0,0
165,GA0030100,2020,aggravated-assault,3,14
166,GA0030100,2020,homicide,0,0
167,GA0030100,2020,burglary,0,39
168,GA0050000,2017,arson,0,0
169,GA0050000,2017,robbery,2,6
170,GA0050000,2017,violent-crime,39,200
171,GA0050000,2017,rape-legacy,0,0
172,GA0050000,2017,rape,0,4
173,GA0050000,2017,property-crime,293,652
174,GA0050000,2017,motor-vehicle-theft,11,23
175,GA0050000,2017,larceny,240,480
176,GA0050000,2017,human-trafficing,0,0
177,GA0050000,2017,aggravated-assault,35,184
178,GA0050000,2017,homicide,2,6
179,GA0050000,2017,burglary,42,149
180,GA0050000,2018,violent-crime,53,261
181,GA0050000,2018,aggravated-assault,49,244
182,GA0050000,2018,burglary,48,123
183,GA0050000,2018,homicide,0,1
184,GA0050000,2018,human-trafficing,0,0
185,GA0050000,2018,arson,1,1
186,GA0050000,2018,larceny,189,487
187,GA0050000,2018,motor-vehicle-theft,11,42
188,GA0050000,2018,property-crime,248,652
189,GA0050000,2018,rape,1,10
190,GA0050000,2018,rape-legacy,0,0
191,GA0050000,2018,robbery,3,6
192,GA0050000,2019,rape-legacy,0,0
193,GA0050000,2019,property-crime,100,338
194,GA0050000,2019,motor-vehicle-theft,4,13
195,GA0050000,2019,larceny,80,271
196,GA0050000,2019,human-trafficing,0,0
197,GA0050000,2019,homicide,0,0
198,GA0050000,2019,burglary,16,54
199,GA0050000,2019,arson,0,1
200,GA0050000,2019,aggravated-assault,32,148
201,GA0050000,2019,violent-crime,33,161
202,GA0050000,2019,robbery,1,6
203,GA0050000,2019,rape,0,7
204,GA0050000,2020,larceny,24,405
205,GA0050000,2020,aggravated-assault,29,97
206,GA0050000,2020,arson,0,1
207,GA0050000,2020,burglary,14,64
208,GA0050000,2020,homicide,3,3
209,GA0050000,2020,violent-crime,35,119
210,GA0050000,2020,robbery,1,5
211,GA0050000,2020,rape-legacy,0,9
212,GA0050000,2020,rape,2,14
213,GA0050000,2020,human-trafficing,0,0
214,GA0050000,2020,motor-vehicle-theft,14,58
215,GA0050000,2020,property-crime,52,527
216,GA0050100,2017,robbery,2,13
217,GA0050100,2017,aggravated-assault,8,32
218,GA0050100,2017,arson,0,3
219,GA0050100,2017,burglary,19,158
220,GA0050100,2017,homicide,0,0
221,GA0050100,2017,human-trafficing,0,0
222,GA0050100,2017,larceny,139,519
223,GA0050100,2017,motor-vehicle-theft,3,20
224,GA0050100,2017,property-crime,161,697
225,GA0050100,2017,rape,1,8
226,GA0050100,2017,rape-legacy,0,0
227,GA0050100,2017,violent-crime,11,53
228,GA0050100,2018,arson,0,2
229,GA0050100,2018,burglary,8,103
230,GA0050100,2018,homicide,0,0
231,GA0050100,2018,human-trafficing,0,0
232,GA0050100,2018,larceny,113,617
233,GA0050100,2018,motor-vehicle-theft,11,44
234,GA0050100,2018,aggravated-assault,14,44
235,GA0050100,2018,property-crime,132,764
236,GA0050100,2018,rape,1,5
237,GA0050100,2018,rape-legacy,0,0
238,GA0050100,2018,robbery,2,17
239,GA0050100,2018,violent-crime,17,66
240,GA0050100,2019,larceny,70,347
241,GA0050100,2019,robbery,4,12
242,GA0050100,2019,rape-legacy,0,4
243,GA0050100,2019,violent-crime,20,61
244,GA0050100,2019,rape,1,7
245,GA0050100,2019,property-crime,84,457
246,GA0050100,2019,arson,0,0
247,GA0050100,2019,aggravated-assault,14,41
248,GA0050100,2019,burglary,12,86
249,GA0050100,2019,homicide,1,1
250,GA0050100,2019,human-trafficing,0,0
251,GA0050100,2019,motor-vehicle-theft,2,24
252,GA0050100,2020,human-trafficing,0,0
253,GA0050100,2020,aggravated-assault,31,128
254,GA0050100,2020,arson,1,3
255,GA0050100,2020,homicide,2,3
256,GA0050100,2020,burglary,11,86
257,GA0050100,2020,robbery,1,6
258,GA0050100,2020,rape-legacy,0,1
259,GA0050100,2020,violent-crime,34,141
260,GA0050100,2020,rape,0,4
261,GA0050100,2020,property-crime,116,664
262,GA0050100,2020,motor-vehicle-theft,10,35
263,GA0050100,2020,larceny,95,543
264,GA0050300,2017,human-trafficing,0,0
265,GA0050300,2017,motor-vehicle-theft,3,7
266,GA0050300,2017,property-crime,12,34
267,GA0050300,2017,rape,2,4
268,GA0050300,2017,rape-legacy,0,0
269,GA0050300,2017,robbery,0,0
270,GA0050300,2017,violent-crime,2,4
271,GA0050300,2017,aggravated-assault,0,0
272,GA0050300,2017,arson,0,0
273,GA0050300,2017,burglary,0,1
274,GA0050300,2017,homicide,0,0
275,GA0050300,2017,larceny,9,26
276,GA0050300,2018,rape-legacy,0,0
277,GA0050300,2018,violent-crime,0,2
278,GA0050300,2018,rape,0,2
279,GA0050300,2018,arson,0,0
280,GA0050300,2018,aggravated-assault,0,0
281,GA0050300,2018,robbery,0,0
282,GA0050300,2018,burglary,3,5
283,GA0050300,2018,homicide,0,0
284,GA0050300,2018,human-trafficing,0,0
285,GA0050300,2018,larceny,6,31
286,GA0050300,2018,motor-vehicle-theft,2,3
287,GA0050300,2018,property-crime,11,39
288,GA0050300,2019,burglary,2,4
289,GA0050300,2019,human-trafficing,0,0
290,GA0050300,2019,larceny,10,20
291,GA0050300,2019,violent-crime,1,2
292,GA0050300,2019,aggravated-assault,1,1
293,GA0050300,2019,arson,0,0
294,GA0050300,2019,motor-vehicle-theft,2,2
295,GA0050300,2019,property-crime,14,26
296,GA0050300,2019,rape,0,1
297,GA0050300,2019,rape-legacy,0,0
298,GA0050300,2019,robbery,0,0
299,GA0050300,2019,homicide,0,0
300,GA0050300,2020,rape,0,1
301,GA0050300,2020,violent-crime,0,1
302,GA0050300,2020,robbery,0,0
303,GA0050300,2020,rape-legacy,0,1
304,GA0050300,2020,property-crime,16,31
305,GA0050300,2020,motor-vehicle-theft,6,8
306,GA0050300,2020,larceny,9,22
307,GA0050300,2020,human-trafficing,0,0
308,GA0050300,2020,homicide,0,0
309,GA0050300,2020,burglary,1,1
310,GA0050300,2020,arson,0,0
311,GA0050300,2020,aggravated-assault,0,0
312,GA0050400,2018,violent-crime,0,0
313,GA0050400,2018,human-trafficing,0,0
314,GA0050400,2018,homicide,0,0
315,GA0050400,2018,burglary,0,0
316,GA0050400,2018,arson,0,0
317,GA0050400,2018,aggravated-assault,0,0
318,GA0050400,2018,larceny,0,0
319,GA0050400,2018,robbery,0,0
320,GA0050400,2018,rape-legacy,0,0
321,GA0050400,2018,rape,0,0
322,GA0050400,2018,property-crime,0,0
323,GA0050400,2018,motor-vehicle-theft,0,0
324,GA0050400,2019,robbery,0,0
325,GA0050400,2019,aggravated-assault,0,0
326,GA0050400,2019,violent-crime,0,0
327,GA0050400,2019,rape-legacy,0,0
328,GA0050400,2019,rape,0,0
329,GA0050400,2019,property-crime,0,0
330,GA0050400,2019,motor-vehicle-theft,0,0
331,GA0050400,2019,larceny,0,0
332,GA0050400,2019,human-trafficing,0,0
333,GA0050400,2019,homicide,0,0
334,GA0050400,2019,burglary,0,0
335,GA0050400,2019,arson,0,0
336,GA0060000,2017,burglary,10,122
337,GA0060000,2017,rape,0,6
338,GA0060000,2017,rape-legacy,0,0
339,GA0060000,2017,robbery,0,5
340,GA0060000,2017,violent-crime,13,43
341,GA0060000,2017,aggravated-assault,13,32
342,GA0060000,2017,arson,0,1
343,GA0060000,2017,property-crime,92,471
344,GA0060000,2017,motor-vehicle-theft,1,21
345,GA0060000,2017,larceny,81,328
346,GA0060000,2017,human-trafficing,0,0
347,GA0060000,2017,homicide,0,0
348,GA0060000,2018,motor-vehicle-theft,7,21
349,GA0060000,2018,violent-crime,25,52
350,GA0060000,2018,robbery,0,1
351,GA0060000,2018,rape-legacy,0,0
352,GA0060000,2018,rape,2,8
353,GA0060000,2018,property-crime,104,395
354,GA0060000,2018,larceny,91,279
355,GA0060000,2018,human-trafficing,0,0
356,GA0060000,2018,homicide,0,0
357,GA0060000,2018,burglary,6,95
358,GA0060000,2018,arson,0,0
359,GA0060000,2018,aggravated-assault,23,43
360,GA0060000,2019,violent-crime,17,44
361,GA0060000,2019,robbery,0,2
362,GA0060000,2019,arson,0,0
363,GA0060000,2019,rape-legacy,0,0
364,GA0060000,2019,burglary,10,45
365,GA0060000,2019,rape,0,3
366,GA0060000,2019,aggravated-assault,17,39
367,GA0060000,2019,property-crime,75,216
368,GA0060000,2019,motor-vehicle-theft,4,12
369,GA0060000,2019,larceny,61,159
370,GA0060000,2019,human-trafficing,0,0
371,GA0060000,2019,homicide,0,0
372,GA0060000,2020,larceny,68,273
373,GA0060000,2020,property-crime,76,320
374,GA0060000,2020,rape,0,5
375,GA0060000,2020,rape-legacy,0,5
376,GA0060000,2020,robbery,1,2
377,GA0060000,2020,violent-crime,17,37
378,GA0060000,2020,burglary,6,31
379,GA0060000,2020,homicide,0,0
380,GA0060000,2020,human-trafficing,0,0
381,GA0060000,2020,aggravated-assault,16,30
382,GA0060000,2020,arson,1,2
383,GA0060000,2020,motor-vehicle-theft,2,16
384,GA0070000,2017,rape-legacy,0,0
385,GA0070000,2017,robbery,1,10
386,GA0070000,2017,violent-crime,3,238
387,GA0070000,2017,aggravated-assault,0,214
388,GA0070000,2017,arson,1,4
389,GA0070000,2017,burglary,1,228
390,GA0070000,2017,homicide,0,0
391,GA0070000,2017,human-trafficing,0,0
392,GA0070000,2017,larceny,22,865
393,GA0070000,2017,motor-vehicle-theft,4,61
394,GA0070000,2017,property-crime,27,1154
395,GA0070000,2017,rape,2,14
396,GA0070000,2018,violent-crime,0,100
397,GA0070000,2018,robbery,0,1
398,GA0070000,2018,rape-legacy,0,0
399,GA0070000,2018,rape,0,6
400,GA0070000,2018,property-crime,0,537
401,GA0070000,2018,motor-vehicle-theft,0,39
402,GA0070000,2018,larceny,0,431
403,GA0070000,2018,human-trafficing,0,0
404,GA0070000,2018,homicide,0,3
405,GA0070000,2018,burglary,0,67
406,GA0070000,2018,arson,0,3
407,GA0070000,2018,aggravated-assault,0,90
408,GA0070000,2019,homicide,0,0
409,GA0070000,2019,aggravated-assault,5,16
410,GA0070000,2019,arson,2,5
411,GA0070000,2019,burglary,1,36
412,GA0070000,2019,human-trafficing,0,0
413,GA0070000,2019,larceny,57,218
414,GA0070000,2019,motor-vehicle-theft,0,22
415,GA0070000,2019,property-crime,58,276
416,GA0070000,2019,rape,0,4
417,GA0070000,2019,rape-legacy,0,3
418,GA0070000,2019,robbery,0,3
419,GA0070000,2019,violent-crime,5,23
420,GA0070000,2020,larceny,154,727
421,GA0070000,2020,aggravated-assault,39,72
422,GA0070000,2020,arson,3,7
423,GA0070000,2020,burglary,10,144
424,GA0070000,2020,homicide,0,0
425,GA0070000,2020,human-trafficing,0,0
426,GA0070000,2020,motor-vehicle-theft,13,97
427,GA0070000,2020,property-crime,177,968
428,GA0070000,2020,rape,4,16
429,GA0070000,2020,rape-legacy,2,12
430,GA0070000,2020,robbery,2,10
431,GA0070000,2020,violent-crime,45,98
432,GA0080000,2017,aggravated-assault,12,27
433,GA0080000,2017,robbery,1,2
434,GA0080000,2017,violent-crime,13,31
435,GA0080000,2017,rape-legacy,0,0
436,GA0080000,2017,rape,0,2
437,GA0080000,2017,property-crime,27,195
438,GA0080000,2017,motor-vehicle-theft,3,20
439,GA0080000,2017,larceny,24,141
440,GA0080000,2017,human-trafficing,0,0
441,GA0080000,2017,homicide,0,0
442,GA0080000,2017,burglary,0,34
443,GA0080000,2017,arson,0,0
444,GA0080000,2019,burglary,0,0
445,GA0080000,2019,aggravated-assault,0,0
446,GA0080000,2019,arson,0,0
447,GA0080000,2019,homicide,0,0
448,GA0080000,2019,human-trafficing,0,0
449,GA0080000,2019,larceny,0,0
450,GA0080000,2019,motor-vehicle-theft,0,0
451,GA0080000,2019,property-crime,0,0
452,GA0080000,2019,rape,0,0
453,GA0080000,2019,rape-legacy,0,0
454,GA0080000,2019,robbery,0,0
455,GA0080000,2019,violent-crime,0,0
456,GA0080000,2020,rape,4,18
457,GA0080000,2020,rape-legacy,4,18
458,GA0080000,2020,robbery,4,10
459,GA0080000,2020,violent-crime,33,101
460,GA0080000,2020,property-crime,120,1373
461,GA0080000,2020,motor-vehicle-theft,25,139
462,GA0080000,2020,larceny,82,1063
463,GA0080000,2020,human-trafficing,0,0
464,GA0080000,2020,homicide,3,4
465,GA0080000,2020,burglary,13,171
466,GA0080000,2020,arson,2,23
467,GA0080000,2020,aggravated-assault,22,69
468,GA0080100,2017,rape-legacy,0,0
469,GA0080100,2017,robbery,0,4
470,GA0080100,2017,aggravated-assault,0,36
471,GA0080100,2017,arson,0,0
472,GA0080100,2017,burglary,0,96
473,GA0080100,2017,homicide,0,0
474,GA0080100,2017,human-trafficing,0,0
475,GA0080100,2017,larceny,0,458
476,GA0080100,2017,motor-vehicle-theft,0,26
477,GA0080100,2017,property-crime,0,580
478,GA0080100,2017,violent-crime,0,47
479,GA0080100,2017,rape,0,7
480,GA0080100,2018,homicide,1,2
481,GA0080100,2018,burglary,27,228
482,GA0080100,2018,arson,0,0
483,GA0080100,2018,aggravated-assault,28,148
484,GA0080100,2018,human-trafficing,0,0
485,GA0080100,2018,larceny,294,1367
486,GA0080100,2018,violent-crime,40,218
487,GA0080100,2018,motor-vehicle-theft,6,106
488,GA0080100,2018,property-crime,327,1701
489,GA0080100,2018,rape,6,28
490,GA0080100,2018,rape-legacy,0,0
491,GA0080100,2018,robbery,5,40
492,GA0080100,2019,motor-vehicle-theft,6,17
493,GA0080100,2019,larceny,67,298
494,GA0080100,2019,human-trafficing,0,0
495,GA0080100,2019,homicide,0,0
496,GA0080100,2019,burglary,2,67
497,GA0080100,2019,violent-crime,21,54
498,GA0080100,2019,arson,2,5
499,GA0080100,2019,aggravated-assault,15,40
500,GA0080100,2019,rape-legacy,1,6
501,GA0080100,2019,rape,1,7
502,GA0080100,2019,robbery,5,7
503,GA0080100,2019,property-crime,75,382
504,GA0080100,2020,burglary,2,53
505,GA0080100,2020,robbery,2,10
506,GA0080100,2020,rape-legacy,0,3
507,GA0080100,2020,rape,0,5
508,GA0080100,2020,arson,2,5
509,GA0080100,2020,aggravated-assault,10,58
510,GA0080100,2020,motor-vehicle-theft,2,41
511,GA0080100,2020,violent-crime,13,74
512,GA0080100,2020,larceny,47,320
513,GA0080100,2020,human-trafficing,0,0
514,GA0080100,2020,homicide,1,1
515,GA0080100,2020,property-crime,51,414
516,GA0080200,2017,aggravated-assault,3,4
517,GA0080200,2017,burglary,5,14
518,GA0080200,2017,violent-crime,3,6
519,GA0080200,2017,robbery,0,1
520,GA0080200,2017,rape-legacy,0,0
521,GA0080200,2017,rape,0,1
522,GA0080200,2017,property-crime,37,131
523,GA0080200,2017,motor-vehicle-theft,5,17
524,GA0080200,2017,larceny,27,100
525,GA0080200,2017,human-trafficing,0,0
526,GA0080200,2017,homicide,0,0
527,GA0080200,2017,arson,0,0
528,GA0080200,2018,violent-crime,3,8
529,GA0080200,2018,burglary,2,17
530,GA0080200,2018,arson,0,0
531,GA0080200,2018,aggravated-assault,2,5
532,GA0080200,2018,homicide,0,0
533,GA0080200,2018,human-trafficing,0,0
534,GA0080200,2018,larceny,24,76
535,GA0080200,2018,motor-vehicle-theft,3,16
536,GA0080200,2018,property-crime,29,109
537,GA0080200,2018,rape,0,1
538,GA0080200,2018,rape-legacy,0,0
539,GA0080200,2018,robbery,1,2
540,GA0080200,2019,motor-vehicle-theft,2,9
541,GA0080200,2019,property-crime,12,83
542,GA0080200,2019,rape,0,2
543,GA0080200,2019,rape-legacy,0,0
544,GA0080200,2019,arson,0,0
545,GA0080200,2019,aggravated-assault,4,6
546,GA0080200,2019,burglary,1,15
547,GA0080200,2019,robbery,0,0
548,GA0080200,2019,violent-crime,4,8
549,GA0080200,2019,homicide,0,0
550,GA0080200,2019,human-trafficing,0,0
551,GA0080200,2019,larceny,9,59
552,GA0080200,2020,human-trafficing,0,0
553,GA0080200,2020,homicide,0,0
554,GA0080200,2020,burglary,1,3
555,GA0080200,2020,arson,1,1
556,GA0080200,2020,aggravated-assault,7,8
557,GA0080200,2020,violent-crime,8,10
558,GA0080200,2020,robbery,0,0
559,GA0080200,2020,rape-legacy,0,1
560,GA0080200,2020,rape,1,2
561,GA0080200,2020,property-crime,9,66
562,GA0080200,2020,motor-vehicle-theft,2,3
563,GA0080200,2020,larceny,6,60
564,GA0080300,2017,robbery,0,0
565,GA0080300,2017,aggravated-assault,0,0
566,GA0080300,2017,arson,0,0
567,GA0080300,2017,burglary,0,0
568,GA0080300,2017,homicide,0,0
569,GA0080300,2017,human-trafficing,0,0
570,GA0080300,2017,larceny,4,6
571,GA0080300,2017,motor-vehicle-theft,0,0
572,GA0080300,2017,property-crime,4,6
573,GA0080300,2017,rape,0,0
574,GA0080300,2017,rape-legacy,0,0
575,GA0080300,2017,violent-crime,0,0
576,GA0080300,2018,homicide,0,0
577,GA0080300,2018,larceny,9,15
578,GA0080300,2018,violent-crime,0,0
579,GA0080300,2018,motor-vehicle-theft,0,0
580,GA0080300,2018,property-crime,9,15
581,GA0080300,2018,rape,0,0
582,GA0080300,2018,rape-legacy,0,0
583,GA0080300,2018,robbery,0,0
584,GA0080300,2018,burglary,0,0
585,GA0080300,2018,arson,0,0
586,GA0080300,2018,aggravated-assault,0,0
587,GA0080300,2018,human-trafficing,0,0
588,GA0080300,2019,rape,0,0
589,GA0080300,2019,motor-vehicle-theft,0,0
590,GA0080300,2019,larceny,6,9
591,GA0080300,2019,burglary,2,2
592,GA0080300,2019,arson,0,0
593,GA0080300,2019,aggravated-assault,0,0
594,GA0080300,2019,human-trafficing,0,0
595,GA0080300,2019,violent-crime,0,0
596,GA0080300,2019,homicide,0,0
597,GA0080300,2019,robbery,0,0
598,GA0080300,2019,rape-legacy,0,0
599,GA0080300,2019,property-crime,8,11
600,GA0080300,2020,arson,0,1
601,GA0080300,2020,aggravated-assault,0,0
602,GA0080300,2020,burglary,0,0
603,GA0080300,2020,homicide,0,0
604,GA0080300,2020,human-trafficing,0,0
605,GA0080300,2020,larceny,1,8
606,GA0080300,2020,motor-vehicle-theft,0,1
607,GA0080300,2020,property-crime,1,9
608,GA0080300,2020,rape,0,0
609,GA0080300,2020,rape-legacy,0,0
610,GA0080300,2020,robbery,0,0
611,GA0080300,2020,violent-crime,0,0
612,GA0080600,2017,rape,0,0
613,GA0080600,2017,violent-crime,4,10
614,GA0080600,2017,robbery,0,1
615,GA0080600,2017,burglary,0,13
616,GA0080600,2017,homicide,0,0
617,GA0080600,2017,human-trafficing,0,0
618,GA0080600,2017,larceny,2,55
619,GA0080600,2017,motor-vehicle-theft,0,5
620,GA0080600,2017,property-crime,2,73
621,GA0080600,2017,aggravated-assault,4,9
622,GA0080600,2017,arson,0,0
623,GA0080600,2017,rape-legacy,0,0
624,GA0080600,2018,property-crime,18,65
625,GA0080600,2018,human-trafficing,0,0
626,GA0080600,2018,larceny,15,53
627,GA0080600,2018,motor-vehicle-theft,2,8
628,GA0080600,2018,aggravated-assault,5,12
629,GA0080600,2018,arson,1,1
630,GA0080600,2018,burglary,1,4
631,GA0080600,2018,homicide,0,0
632,GA0080600,2018,violent-crime,5,12
633,GA0080600,2018,robbery,0,0
634,GA0080600,2018,rape-legacy,0,0
635,GA0080600,2018,rape,0,0
636,GA0080600,2019,violent-crime,1,7
637,GA0080600,2019,rape,0,0
638,GA0080600,2019,rape-legacy,0,0
639,GA0080600,2019,robbery,1,2
640,GA0080600,2019,aggravated-assault,0,5
641,GA0080600,2019,arson,0,1
642,GA0080600,2019,burglary,0,3
643,GA0080600,2019,homicide,0,0
644,GA0080600,2019,human-trafficing,0,0
645,GA0080600,2019,larceny,3,27
646,GA0080600,2019,motor-vehicle-theft,0,7
647,GA0080600,2019,property-crime,3,37
648,GA0080600,2020,larceny,1,29
649,GA0080600,2020,motor-vehicle-theft,1,7
650,GA0080600,2020,arson,1,1
651,GA0080600,2020,burglary,1,6
652,GA0080600,2020,homicide,0,0
653,GA0080600,2020,property-crime,3,42
654,GA0080600,2020,aggravated-assault,0,5
655,GA0080600,2020,rape,0,1
656,GA0080600,2020,violent-crime,0,8
657,GA0080600,2020,robbery,0,2
658,GA0080600,2020,rape-legacy,0,1
659,GA0080600,2020,human-trafficing,0,0
660,GA0090000,2017,burglary,5,72
661,GA0090000,2017,rape-legacy,0,0
662,GA0090000,2017,human-trafficing,0,0
663,GA0090000,2017,arson,0,0
664,GA0090000,2017,larceny,17,110
665,GA0090000,2017,motor-vehicle-theft,4,10
666,GA0090000,2017,property-crime,26,192
667,GA0090000,2017,rape,1,5
668,GA0090000,2017,robbery,0,0
669,GA0090000,2017,violent-crime,6,17
670,GA0090000,2017,aggravated-assault,5,12
671,GA0090000,2017,homicide,0,0
672,GA0090000,2018,robbery,0,2
673,GA0090000,2018,aggravated-assault,11,20
674,GA0090000,2018,arson,0,0
675,GA0090000,2018,burglary,5,51
676,GA0090000,2018,homicide,0,0
677,GA0090000,2018,human-trafficing,0,0
678,GA0090000,2018,larceny,12,99
679,GA0090000,2018,motor-vehicle-theft,3,17
680,GA0090000,2018,property-crime,20,167
