,ori,data_year,offense,cleared,actual
5495,GA0470100,2017,rape-legacy,0,0
5496,GA0470100,2018,aggravated-assault,260,653
5497,GA0470100,2018,arson,7,26
5498,GA0470100,2018,burglary,111,760
5499,GA0470100,2018,larceny,554,2666
5500,GA0470100,2018,motor-vehicle-theft,67,278
5501,GA0470100,2018,robbery,32,113
5502,GA0470100,2018,human-trafficing,0,0
5503,GA0470100,2018,rape-legacy,0,0
5504,GA0470100,2018,violent-crime,317,809
5505,GA0470100,2018,homicide,13,15
5506,GA0470100,2018,rape,12,28
5507,GA0470100,2018,property-crime,732,3704
5508,GA0470100,2019,motor-vehicle-theft,50,234
5509,GA0470100,2019,homicide,9,12
5510,GA0470100,2019,larceny,369,2489
5511,GA0470100,2019,arson,2,17
5512,GA0470100,2019,aggravated-assault,145,581
5513,GA0470100,2019,burglary,59,729
5514,GA0470100,2019,rape-legacy,2,15
5515,GA0470100,2019,robbery,32,165
5516,GA0470100,2019,violent-crime,195,791
5517,GA0470100,2019,human-trafficing,0,0
5518,GA0470100,2019,rape,9,33
5519,GA0470100,2019,property-crime,478,3452
5520,GA0470100,2020,arson,2,13
5521,GA0470100,2020,aggravated-assault,119,1043
5522,GA0470100,2020,burglary,20,575
5523,GA0470100,2020,homicide,9,19
5524,GA0470100,2020,human-trafficing,0,0
5525,GA0470100,2020,larceny,203,2234
5526,GA0470100,2020,motor-vehicle-theft,28,339
5527,GA0470100,2020,property-crime,251,3148
5528,GA0470100,2020,rape,9,40
5529,GA0470100,2020,rape-legacy,5,26
5530,GA0470100,2020,robbery,10,132
5531,GA0470100,2020,violent-crime,147,1234
5532,GA0470200,2017,motor-vehicle-theft,6,25
5533,GA0470200,2017,aggravated-assault,13,23
5534,GA0470200,2017,arson,0,1
5535,GA0470200,2017,burglary,16,95
5536,GA0470200,2017,homicide,0,0
5537,GA0470200,2017,human-trafficing,0,0
5538,GA0470200,2017,violent-crime,17,35
5539,GA0470200,2017,robbery,2,7
5540,GA0470200,2017,rape-legacy,0,0
5541,GA0470200,2017,rape,2,5
5542,GA0470200,2017,property-crime,74,322
5543,GA0470200,2017,larceny,52,202
5544,GA0470200,2018,violent-crime,11,29
5545,GA0470200,2018,aggravated-assault,6,18
5546,GA0470200,2018,arson,0,0
5547,GA0470200,2018,burglary,10,103
5548,GA0470200,2018,homicide,0,1
5549,GA0470200,2018,human-trafficing,0,0
5550,GA0470200,2018,larceny,39,209
5551,GA0470200,2018,robbery,4,8
5552,GA0470200,2018,rape-legacy,0,0
5553,GA0470200,2018,rape,1,2
5554,GA0470200,2018,property-crime,55,327
5555,GA0470200,2018,motor-vehicle-theft,6,15
5556,GA0470200,2019,aggravated-assault,15,24
5557,GA0470200,2019,arson,0,0
5558,GA0470200,2019,burglary,10,84
5559,GA0470200,2019,homicide,0,0
5560,GA0470200,2019,human-trafficing,0,0
5561,GA0470200,2019,larceny,17,173
5562,GA0470200,2019,motor-vehicle-theft,7,27
5563,GA0470200,2019,violent-crime,17,38
5564,GA0470200,2019,robbery,0,9
5565,GA0470200,2019,rape-legacy,0,0
5566,GA0470200,2019,rape,2,5
5567,GA0470200,2019,property-crime,34,284
5568,GA0470200,2020,violent-crime,17,56
5569,GA0470200,2020,robbery,0,3
5570,GA0470200,2020,human-trafficing,0,0
5571,GA0470200,2020,homicide,1,1
5572,GA0470200,2020,rape,1,3
5573,GA0470200,2020,burglary,4,66
5574,GA0470200,2020,arson,0,0
5575,GA0470200,2020,aggravated-assault,15,49
5576,GA0470200,2020,larceny,4,143
5577,GA0470200,2020,motor-vehicle-theft,3,50
5578,GA0470200,2020,property-crime,11,259
5579,GA0470200,2020,rape-legacy,1,2
5580,GA0470500,2017,violent-crime,5,13
5581,GA0470500,2017,robbery,0,0
5582,GA0470500,2017,rape-legacy,0,0
5583,GA0470500,2017,rape,0,1
5584,GA0470500,2017,property-crime,21,34
5585,GA0470500,2017,motor-vehicle-theft,0,0
5586,GA0470500,2017,larceny,20,32
5587,GA0470500,2017,human-trafficing,0,0
5588,GA0470500,2017,homicide,0,0
5589,GA0470500,2017,burglary,1,2
5590,GA0470500,2017,arson,0,0
5591,GA0470500,2017,aggravated-assault,5,12
5592,GA0470500,2018,motor-vehicle-theft,0,1
5593,GA0470500,2018,larceny,11,42
5594,GA0470500,2018,human-trafficing,0,0
5595,GA0470500,2018,arson,0,0
5596,GA0470500,2018,homicide,0,0
5597,GA0470500,2018,burglary,0,4
5598,GA0470500,2018,violent-crime,3,17
5599,GA0470500,2018,robbery,1,2
5600,GA0470500,2018,rape-legacy,0,0
5601,GA0470500,2018,aggravated-assault,1,13
5602,GA0470500,2018,rape,1,2
5603,GA0470500,2018,property-crime,11,47
5604,GA0470500,2019,property-crime,17,37
5605,GA0470500,2019,rape-legacy,0,0
5606,GA0470500,2019,robbery,0,1
5607,GA0470500,2019,violent-crime,3,26
5608,GA0470500,2019,aggravated-assault,3,23
5609,GA0470500,2019,arson,0,0
5610,GA0470500,2019,burglary,1,2
5611,GA0470500,2019,homicide,0,0
5612,GA0470500,2019,human-trafficing,0,0
5613,GA0470500,2019,larceny,16,34
5614,GA0470500,2019,motor-vehicle-theft,0,1
5615,GA0470500,2019,rape,0,2
5616,GA0470500,2020,homicide,0,0
5617,GA0470500,2020,aggravated-assault,2,2
5618,GA0470500,2020,arson,0,0
5619,GA0470500,2020,burglary,4,4
5620,GA0470500,2020,human-trafficing,0,0
5621,GA0470500,2020,larceny,3,7
5622,GA0470500,2020,motor-vehicle-theft,0,0
5623,GA0470500,2020,property-crime,7,11
5624,GA0470500,2020,rape,0,0
5625,GA0470500,2020,rape-legacy,0,0
5626,GA0470500,2020,robbery,0,1
5627,GA0470500,2020,violent-crime,2,3
5628,GA0480000,2017,burglary,13,279
5629,GA0480000,2017,arson,2,6
5630,GA0480000,2017,aggravated-assault,23,128
5631,GA0480000,2017,homicide,1,4
5632,GA0480000,2017,human-trafficing,0,0
5633,GA0480000,2017,larceny,121,1652
5634,GA0480000,2017,motor-vehicle-theft,10,94
5635,GA0480000,2017,property-crime,144,2025
5636,GA0480000,2017,rape,0,10
5637,GA0480000,2017,rape-legacy,0,0
5638,GA0480000,2017,robbery,3,47
5639,GA0480000,2017,violent-crime,27,189
5640,GA0480000,2018,larceny,49,689
5641,GA0480000,2018,rape-legacy,0,0
5642,GA0480000,2018,robbery,1,12
5643,GA0480000,2018,aggravated-assault,10,54
5644,GA0480000,2018,arson,0,11
5645,GA0480000,2018,burglary,4,120
5646,GA0480000,2018,homicide,1,4
5647,GA0480000,2018,motor-vehicle-theft,7,0
5648,GA0480000,2018,property-crime,60,809
5649,GA0480000,2018,rape,0,1
5650,GA0480000,2018,human-trafficing,0,0
5651,GA0480000,2018,violent-crime,12,71
5652,GA0480000,2019,aggravated-assault,8,46
5653,GA0480000,2019,larceny,39,487
5654,GA0480000,2019,motor-vehicle-theft,3,29
5655,GA0480000,2019,property-crime,47,643
5656,GA0480000,2019,rape,0,10
5657,GA0480000,2019,rape-legacy,0,1
5658,GA0480000,2019,robbery,2,14
5659,GA0480000,2019,violent-crime,10,71
5660,GA0480000,2019,human-trafficing,0,0
5661,GA0480000,2019,homicide,0,1
5662,GA0480000,2019,burglary,5,127
5663,GA0480000,2019,arson,1,3
5664,GA0480000,2020,robbery,5,19
5665,GA0480000,2020,aggravated-assault,77,205
5666,GA0480000,2020,arson,1,2
5667,GA0480000,2020,burglary,19,163
5668,GA0480000,2020,homicide,1,4
5669,GA0480000,2020,human-trafficing,0,0
5670,GA0480000,2020,larceny,78,749
5671,GA0480000,2020,motor-vehicle-theft,2,133
5672,GA0480000,2020,property-crime,99,1045
5673,GA0480000,2020,rape,5,16
5674,GA0480000,2020,rape-legacy,4,11
5675,GA0480000,2020,violent-crime,88,244
5676,GA0480100,2017,larceny,431,1802
5677,GA0480100,2017,aggravated-assault,71,179
5678,GA0480100,2017,rape,1,14
5679,GA0480100,2017,property-crime,458,2099
5680,GA0480100,2017,arson,1,2
5681,GA0480100,2017,burglary,16,212
5682,GA0480100,2017,rape-legacy,0,0
5683,GA0480100,2017,robbery,5,51
5684,GA0480100,2017,homicide,1,0
5685,GA0480100,2017,human-trafficing,0,0
5686,GA0480100,2017,violent-crime,78,244
5687,GA0480100,2017,motor-vehicle-theft,11,85
5688,GA0480100,2018,arson,1,6
5689,GA0480100,2018,property-crime,472,1841
5690,GA0480100,2018,rape,5,9
5691,GA0480100,2018,rape-legacy,0,0
5692,GA0480100,2018,robbery,16,41
5693,GA0480100,2018,violent-crime,83,193
5694,GA0480100,2018,motor-vehicle-theft,7,91
5695,GA0480100,2018,burglary,13,138
5696,GA0480100,2018,larceny,452,1612
5697,GA0480100,2018,human-trafficing,0,0
5698,GA0480100,2018,homicide,0,0
5699,GA0480100,2018,aggravated-assault,62,143
5700,GA0480100,2019,burglary,13,135
5701,GA0480100,2019,violent-crime,56,183
5702,GA0480100,2019,robbery,10,37
5703,GA0480100,2019,rape-legacy,0,11
5704,GA0480100,2019,rape,1,17
5705,GA0480100,2019,property-crime,547,2018
5706,GA0480100,2019,motor-vehicle-theft,3,73
5707,GA0480100,2019,larceny,531,1810
5708,GA0480100,2019,human-trafficing,0,0
5709,GA0480100,2019,aggravated-assault,45,129
5710,GA0480100,2019,arson,1,6
5711,GA0480100,2019,homicide,0,0
5712,GA0480100,2020,robbery,5,27
5713,GA0480100,2020,violent-crime,55,195
5714,GA0480100,2020,larceny,508,1580
5715,GA0480100,2020,motor-vehicle-theft,4,84
5716,GA0480100,2020,human-trafficing,0,0
5717,GA0480100,2020,homicide,4,9
5718,GA0480100,2020,burglary,5,128
5719,GA0480100,2020,arson,2,7
5720,GA0480100,2020,aggravated-assault,45,146
5721,GA0480100,2020,property-crime,517,1792
5722,GA0480100,2020,rape,1,13
5723,GA0480100,2020,rape-legacy,0,11
5724,GA0490000,2017,rape-legacy,0,0
5725,GA0490000,2017,violent-crime,16,31
5726,GA0490000,2017,arson,0,0
5727,GA0490000,2017,aggravated-assault,15,19
5728,GA0490000,2017,homicide,0,0
5729,GA0490000,2017,human-trafficing,0,0
5730,GA0490000,2017,larceny,8,53
5731,GA0490000,2017,burglary,2,28
5732,GA0490000,2017,motor-vehicle-theft,0,6
5733,GA0490000,2017,property-crime,10,87
5734,GA0490000,2017,rape,1,12
5735,GA0490000,2017,robbery,0,0
5736,GA0490000,2018,homicide,0,0
5737,GA0490000,2018,property-crime,21,98
5738,GA0490000,2018,rape,0,0
5739,GA0490000,2018,rape-legacy,0,0
5740,GA0490000,2018,aggravated-assault,8,12
5741,GA0490000,2018,arson,0,0
5742,GA0490000,2018,robbery,0,0
5743,GA0490000,2018,violent-crime,8,12
5744,GA0490000,2018,burglary,7,39
5745,GA0490000,2018,human-trafficing,0,0
5746,GA0490000,2018,larceny,14,58
5747,GA0490000,2018,motor-vehicle-theft,0,1
5748,GA0490000,2019,robbery,0,0
5749,GA0490000,2019,human-trafficing,0,0
5750,GA0490000,2019,larceny,14,31
5751,GA0490000,2019,motor-vehicle-theft,0,4
5752,GA0490000,2019,property-crime,26,59
5753,GA0490000,2019,rape,0,0
5754,GA0490000,2019,burglary,12,24
5755,GA0490000,2019,arson,0,0
5756,GA0490000,2019,aggravated-assault,5,8
5757,GA0490000,2019,homicide,0,0
5758,GA0490000,2019,violent-crime,5,8
5759,GA0490000,2019,rape-legacy,0,0
5760,GA0490000,2020,violent-crime,14,15
5761,GA0490000,2020,aggravated-assault,14,15
5762,GA0490000,2020,arson,0,0
5763,GA0490000,2020,burglary,2,28
5764,GA0490000,2020,homicide,0,0
5765,GA0490000,2020,human-trafficing,0,0
5766,GA0490000,2020,larceny,3,42
5767,GA0490000,2020,motor-vehicle-theft,2,7
5768,GA0490000,2020,property-crime,7,77
5769,GA0490000,2020,rape,0,0
5770,GA0490000,2020,rape-legacy,0,0
5771,GA0490000,2020,robbery,0,0
5772,GA0490100,2017,rape,1,2
5773,GA0490100,2017,human-trafficing,0,0
5774,GA0490100,2017,larceny,18,56
5775,GA0490100,2017,motor-vehicle-theft,1,3
5776,GA0490100,2017,property-crime,26,96
5777,GA0490100,2017,rape-legacy,0,0
5778,GA0490100,2017,burglary,7,37
5779,GA0490100,2017,arson,0,0
5780,GA0490100,2017,homicide,0,0
5781,GA0490100,2017,robbery,1,3
5782,GA0490100,2017,violent-crime,10,37
5783,GA0490100,2017,aggravated-assault,8,32
5784,GA0490100,2018,arson,0,0
5785,GA0490100,2018,violent-crime,26,41
5786,GA0490100,2018,robbery,0,0
5787,GA0490100,2018,rape-legacy,0,0
5788,GA0490100,2018,rape,0,3
5789,GA0490100,2018,property-crime,33,99
5790,GA0490100,2018,motor-vehicle-theft,1,3
5791,GA0490100,2018,homicide,0,0
5792,GA0490100,2018,burglary,8,29
5793,GA0490100,2018,aggravated-assault,26,38
5794,GA0490100,2018,larceny,24,67
5795,GA0490100,2018,human-trafficing,0,0
5796,GA0490100,2019,violent-crime,29,41
5797,GA0490100,2019,robbery,1,3
5798,GA0490100,2019,rape-legacy,0,0
5799,GA0490100,2019,rape,1,2
5800,GA0490100,2019,property-crime,48,120
5801,GA0490100,2019,motor-vehicle-theft,2,7
5802,GA0490100,2019,larceny,39,89
5803,GA0490100,2019,human-trafficing,0,0
5804,GA0490100,2019,homicide,0,0
5805,GA0490100,2019,burglary,7,24
5806,GA0490100,2019,arson,0,0
5807,GA0490100,2019,aggravated-assault,27,36
5808,GA0490100,2020,larceny,15,139
5809,GA0490100,2020,human-trafficing,0,0
5810,GA0490100,2020,homicide,0,1
5811,GA0490100,2020,burglary,4,38
5812,GA0490100,2020,arson,0,0
5813,GA0490100,2020,aggravated-assault,13,30
5814,GA0490100,2020,property-crime,23,187
5815,GA0490100,2020,violent-crime,14,33
5816,GA0490100,2020,robbery,1,2
5817,GA0490100,2020,rape,0,0
5818,GA0490100,2020,rape-legacy,0,0
5819,GA0490100,2020,motor-vehicle-theft,4,10
5820,GA0500000,2017,property-crime,9,45
5821,GA0500000,2017,violent-crime,0,2
5822,GA0500000,2017,arson,0,1
5823,GA0500000,2017,aggravated-assault,0,2
5824,GA0500000,2017,rape,0,0
5825,GA0500000,2017,rape-legacy,0,0
5826,GA0500000,2017,robbery,0,0
5827,GA0500000,2017,motor-vehicle-theft,0,0
5828,GA0500000,2017,larceny,6,32
5829,GA0500000,2017,human-trafficing,0,0
5830,GA0500000,2017,homicide,0,0
5831,GA0500000,2017,burglary,3,13
5832,GA0500000,2018,burglary,4,15
5833,GA0500000,2018,motor-vehicle-theft,1,2
5834,GA0500000,2018,robbery,0,0
5835,GA0500000,2018,violent-crime,1,1
5836,GA0500000,2018,arson,0,0
5837,GA0500000,2018,aggravated-assault,1,1
5838,GA0500000,2018,property-crime,8,43
5839,GA0500000,2018,rape,0,0
5840,GA0500000,2018,larceny,3,26
5841,GA0500000,2018,human-trafficing,0,0
5842,GA0500000,2018,homicide,0,0
5843,GA0500000,2018,rape-legacy,0,0
5844,GA0500000,2019,property-crime,2,19
5845,GA0500000,2019,rape-legacy,0,1
5846,GA0500000,2019,robbery,0,0
5847,GA0500000,2019,larceny,0,10
5848,GA0500000,2019,motor-vehicle-theft,0,0
5849,GA0500000,2019,aggravated-assault,2,2
5850,GA0500000,2019,arson,0,0
5851,GA0500000,2019,burglary,2,9
5852,GA0500000,2019,homicide,0,0
5853,GA0500000,2019,violent-crime,2,3
5854,GA0500000,2019,human-trafficing,0,0
5855,GA0500000,2019,rape,0,1
5856,GA0500000,2020,larceny,0,8
5857,GA0500000,2020,rape-legacy,0,0
5858,GA0500000,2020,rape,0,1
5859,GA0500000,2020,robbery,0,0
5860,GA0500000,2020,violent-crime,2,3
5861,GA0500000,2020,arson,0,0
5862,GA0500000,2020,aggravated-assault,2,2
5863,GA0500000,2020,burglary,0,2
5864,GA0500000,2020,homicide,0,0
5865,GA0500000,2020,human-trafficing,0,0
5866,GA0500000,2020,property-crime,2,13
5867,GA0500000,2020,motor-vehicle-theft,2,3
5868,GA0510000,2017,homicide,0,0
5869,GA0510000,2017,rape,1,3
5870,GA0510000,2017,robbery,2,5
5871,GA0510000,2017,burglary,39,208
5872,GA0510000,2017,arson,0,0
5873,GA0510000,2017,aggravated-assault,28,41
5874,GA0510000,2017,rape-legacy,0,0
5875,GA0510000,2017,property-crime,121,450
5876,GA0510000,2017,motor-vehicle-theft,16,47
5877,GA0510000,2017,violent-crime,31,49
5878,GA0510000,2017,larceny,66,195
5879,GA0510000,2017,human-trafficing,0,0
5880,GA0510000,2018,aggravated-assault,28,35
5881,GA0510000,2018,violent-crime,28,40
5882,GA0510000,2018,robbery,0,2
5883,GA0510000,2018,rape-legacy,0,0
5884,GA0510000,2018,rape,0,3
5885,GA0510000,2018,property-crime,107,351
5886,GA0510000,2018,motor-vehicle-theft,17,54
5887,GA0510000,2018,larceny,51,140
5888,GA0510000,2018,human-trafficing,0,0
5889,GA0510000,2018,homicide,0,0
5890,GA0510000,2018,burglary,39,157
5891,GA0510000,2018,arson,0,0
5892,GA0510000,2019,larceny,24,115
5893,GA0510000,2019,homicide,0,0
5894,GA0510000,2019,burglary,15,121
5895,GA0510000,2019,violent-crime,22,47
5896,GA0510000,2019,human-trafficing,0,0
5897,GA0510000,2019,robbery,1,5
5898,GA0510000,2019,rape-legacy,0,2
5899,GA0510000,2019,arson,0,0
5900,GA0510000,2019,aggravated-assault,21,37
5901,GA0510000,2019,rape,0,5
5902,GA0510000,2019,property-crime,44,264
5903,GA0510000,2019,motor-vehicle-theft,5,28
5904,GA0510000,2020,violent-crime,6,37
5905,GA0510000,2020,homicide,0,3
5906,GA0510000,2020,burglary,1,85
5907,GA0510000,2020,arson,1,4
5908,GA0510000,2020,aggravated-assault,6,25
5909,GA0510000,2020,human-trafficing,0,0
5910,GA0510000,2020,robbery,0,3
5911,GA0510000,2020,rape-legacy,0,4
5912,GA0510000,2020,rape,0,6
5913,GA0510000,2020,property-crime,6,277
5914,GA0510000,2020,motor-vehicle-theft,1,39
5915,GA0510000,2020,larceny,4,153
5916,GA0510200,2017,violent-crime,6,12
5917,GA0510200,2017,rape-legacy,0,0
5918,GA0510200,2017,rape,0,2
5919,GA0510200,2017,property-crime,160,351
5920,GA0510200,2017,motor-vehicle-theft,4,9
5921,GA0510200,2017,larceny,132,321
5922,GA0510200,2017,human-trafficing,0,0
5923,GA0510200,2017,homicide,0,0
5924,GA0510200,2017,burglary,24,21
5925,GA0510200,2017,arson,0,0
5926,GA0510200,2017,aggravated-assault,6,8
5927,GA0510200,2017,robbery,0,2
5928,GA0510200,2018,human-trafficing,0,0
5929,GA0510200,2018,burglary,13,32
5930,GA0510200,2018,arson,0,0
5931,GA0510200,2018,aggravated-assault,5,6
5932,GA0510200,2018,violent-crime,7,13
5933,GA0510200,2018,rape-legacy,0,0
5934,GA0510200,2018,robbery,1,1
5935,GA0510200,2018,rape,1,5
5936,GA0510200,2018,property-crime,113,314
5937,GA0510200,2018,motor-vehicle-theft,0,3
5938,GA0510200,2018,larceny,100,279
5939,GA0510200,2018,homicide,0,1
5940,GA0510200,2019,human-trafficing,0,0
5941,GA0510200,2019,violent-crime,3,22
5942,GA0510200,2019,robbery,0,5
5943,GA0510200,2019,rape-legacy,0,0
5944,GA0510200,2019,rape,0,2
5945,GA0510200,2019,property-crime,26,153
5946,GA0510200,2019,motor-vehicle-theft,0,2
5947,GA0510200,2019,larceny,24,121
5948,GA0510200,2019,arson,0,0
5949,GA0510200,2019,aggravated-assault,3,15
5950,GA0510200,2019,burglary,2,30
5951,GA0510200,2019,homicide,0,0
5952,GA0510200,2020,rape,0,3
5953,GA0510200,2020,rape-legacy,0,3
5954,GA0510200,2020,robbery,1,4
5955,GA0510200,2020,aggravated-assault,8,17
5956,GA0510200,2020,violent-crime,9,24
5957,GA0510200,2020,human-trafficing,0,0
5958,GA0510200,2020,homicide,0,0
5959,GA0510200,2020,burglary,3,34
5960,GA0510200,2020,arson,0,2
5961,GA0510200,2020,larceny,10,134
5962,GA0510200,2020,motor-vehicle-theft,0,5
5963,GA0510200,2020,property-crime,13,173
5964,GA0510300,2017,rape-legacy,0,0
5965,GA0510300,2017,robbery,0,0
5966,GA0510300,2017,arson,0,0
5967,GA0510300,2017,aggravated-assault,4,4
5968,GA0510300,2017,burglary,37,40
5969,GA0510300,2017,homicide,0,0
5970,GA0510300,2017,human-trafficing,0,0
5971,GA0510300,2017,violent-crime,4,4
5972,GA0510300,2017,larceny,38,38
5973,GA0510300,2017,motor-vehicle-theft,0,0
5974,GA0510300,2017,property-crime,75,78
5975,GA0510300,2017,rape,0,0
5976,GA0510300,2018,larceny,28,65
5977,GA0510300,2018,aggravated-assault,7,6
5978,GA0510300,2018,arson,0,0
5979,GA0510300,2018,burglary,5,16
5980,GA0510300,2018,homicide,0,0
5981,GA0510300,2018,human-trafficing,0,0
5982,GA0510300,2018,motor-vehicle-theft,5,7
5983,GA0510300,2018,property-crime,38,88
5984,GA0510300,2018,rape,2,2
5985,GA0510300,2018,rape-legacy,0,0
5986,GA0510300,2018,robbery,0,0
5987,GA0510300,2018,violent-crime,9,8
5988,GA0510300,2019,homicide,0,0
5989,GA0510300,2019,violent-crime,4,4
5990,GA0510300,2019,robbery,0,0
5991,GA0510300,2019,rape-legacy,0,0
5992,GA0510300,2019,rape,0,0
5993,GA0510300,2019,arson,0,0
5994,GA0510300,2019,human-trafficing,0,0
5995,GA0510300,2019,motor-vehicle-theft,3,4
5996,GA0510300,2019,aggravated-assault,4,4
5997,GA0510300,2019,property-crime,40,50
5998,GA0510300,2019,larceny,27,34
5999,GA0510300,2019,burglary,10,12
6000,GA0510300,2020,human-trafficing,0,0
6001,GA0510300,2020,homicide,0,0
6002,GA0510300,2020,motor-vehicle-theft,0,1
6003,GA0510300,2020,larceny,1,18
6004,GA0510300,2020,property-crime,2,23
6005,GA0510300,2020,aggravated-assault,2,4
6006,GA0510300,2020,arson,0,0
6007,GA0510300,2020,rape,0,1
6008,GA0510300,2020,burglary,1,4
6009,GA0510300,2020,rape-legacy,0,1
6010,GA0510300,2020,robbery,0,0
6011,GA0510300,2020,violent-crime,2,5
6012,GA0520000,2017,motor-vehicle-theft,5,12
6013,GA0520000,2017,arson,0,0
6014,GA0520000,2017,homicide,1,1
6015,GA0520000,2017,burglary,15,80
6016,GA0520000,2017,aggravated-assault,10,14
6017,GA0520000,2017,larceny,44,177
6018,GA0520000,2017,violent-crime,12,22
6019,GA0520000,2017,robbery,0,2
6020,GA0520000,2017,human-trafficing,0,0
6021,GA0520000,2017,rape-legacy,0,0
6022,GA0520000,2017,rape,1,5
6023,GA0520000,2017,property-crime,64,269
6024,GA0520000,2018,motor-vehicle-theft,2,11
6025,GA0520000,2018,larceny,32,187
6026,GA0520000,2018,human-trafficing,0,0
6027,GA0520000,2018,homicide,0,0
6028,GA0520000,2018,burglary,10,68
6029,GA0520000,2018,arson,0,0
6030,GA0520000,2018,aggravated-assault,5,11
6031,GA0520000,2018,rape,2,5
6032,GA0520000,2018,property-crime,44,266
6033,GA0520000,2018,violent-crime,7,19
6034,GA0520000,2018,robbery,0,3
6035,GA0520000,2018,rape-legacy,0,0
6036,GA0520000,2019,property-crime,32,150
6037,GA0520000,2019,aggravated-assault,6,10
6038,GA0520000,2019,arson,0,0
6039,GA0520000,2019,burglary,2,24
6040,GA0520000,2019,homicide,0,0
6041,GA0520000,2019,human-trafficing,0,0
6042,GA0520000,2019,larceny,25,117
6043,GA0520000,2019,motor-vehicle-theft,5,9
6044,GA0520000,2019,rape,1,2
6045,GA0520000,2019,rape-legacy,0,0
6046,GA0520000,2019,robbery,0,1
6047,GA0520000,2019,violent-crime,7,13
6048,GA0520000,2020,burglary,1,46
6049,GA0520000,2020,violent-crime,2,21
6050,GA0520000,2020,robbery,0,1
6051,GA0520000,2020,rape-legacy,0,3
6052,GA0520000,2020,rape,0,4
6053,GA0520000,2020,property-crime,3,157
6054,GA0520000,2020,aggravated-assault,2,15
6055,GA0520000,2020,arson,0,2
6056,GA0520000,2020,motor-vehicle-theft,0,7
6057,GA0520000,2020,larceny,2,104
6058,GA0520000,2020,human-trafficing,0,0
6059,GA0520000,2020,homicide,0,1
6060,GA0520100,2017,violent-crime,7,23
6061,GA0520100,2017,rape-legacy,0,0
6062,GA0520100,2017,rape,0,4
6063,GA0520100,2017,property-crime,35,252
6064,GA0520100,2017,motor-vehicle-theft,2,6
6065,GA0520100,2017,larceny,26,174
6066,GA0520100,2017,human-trafficing,0,0
6067,GA0520100,2017,homicide,0,0
6068,GA0520100,2017,burglary,7,72
6069,GA0520100,2017,arson,1,1
6070,GA0520100,2017,aggravated-assault,7,17
6071,GA0520100,2017,robbery,0,2
6072,GA0520100,2018,larceny,38,170
6073,GA0520100,2018,aggravated-assault,12,33
6074,GA0520100,2018,arson,0,0
6075,GA0520100,2018,burglary,3,44
6076,GA0520100,2018,homicide,0,0
6077,GA0520100,2018,violent-crime,13,39
6078,GA0520100,2018,robbery,1,4
6079,GA0520100,2018,rape-legacy,0,0
6080,GA0520100,2018,rape,0,2
6081,GA0520100,2018,property-crime,41,219
6082,GA0520100,2018,motor-vehicle-theft,0,5
6083,GA0520100,2018,human-trafficing,0,0
6084,GA0520100,2019,burglary,4,47
6085,GA0520100,2019,arson,0,0
6086,GA0520100,2019,aggravated-assault,11,18
6087,GA0520100,2019,violent-crime,15,27
6088,GA0520100,2019,robbery,3,5
6089,GA0520100,2019,rape-legacy,0,2
6090,GA0520100,2019,rape,1,4
6091,GA0520100,2019,larceny,34,171
6092,GA0520100,2019,human-trafficing,0,0
6093,GA0520100,2019,homicide,0,0
6094,GA0520100,2019,property-crime,40,229
6095,GA0520100,2019,motor-vehicle-theft,2,11
6096,GA0520100,2020,human-trafficing,0,0
6097,GA0520100,2020,arson,0,2
6098,GA0520100,2020,rape,2,7
6099,GA0520100,2020,homicide,0,0
6100,GA0520100,2020,aggravated-assault,20,28
6101,GA0520100,2020,robbery,4,6
6102,GA0520100,2020,rape-legacy,2,5
6103,GA0520100,2020,property-crime,59,157
6104,GA0520100,2020,motor-vehicle-theft,4,8
6105,GA0520100,2020,larceny,49,118
6106,GA0520100,2020,violent-crime,26,41
6107,GA0520100,2020,burglary,6,31
6108,GA0530100,2017,arson,0,0
6109,GA0530100,2017,violent-crime,18,74
6110,GA0530100,2017,robbery,4,7
6111,GA0530100,2017,rape-legacy,0,0
6112,GA0530100,2017,rape,1,3
6113,GA0530100,2017,property-crime,79,347
6114,GA0530100,2017,motor-vehicle-theft,2,6
6115,GA0530100,2017,larceny,71,313
6116,GA0530100,2017,human-trafficing,0,0
6117,GA0530100,2017,homicide,0,3
6118,GA0530100,2017,burglary,6,28
6119,GA0530100,2017,aggravated-assault,13,61
6120,GA0530100,2018,violent-crime,18,57
6121,GA0530100,2018,aggravated-assault,16,40
6122,GA0530100,2018,arson,0,0
6123,GA0530100,2018,burglary,3,31
6124,GA0530100,2018,homicide,0,0
6125,GA0530100,2018,human-trafficing,0,0
6126,GA0530100,2018,larceny,52,304
6127,GA0530100,2018,motor-vehicle-theft,5,12
6128,GA0530100,2018,property-crime,60,347
6129,GA0530100,2018,rape,0,3
6130,GA0530100,2018,rape-legacy,0,0
6131,GA0530100,2018,robbery,2,14
6132,GA0530100,2019,rape,0,1
6133,GA0530100,2019,rape-legacy,0,1
6134,GA0530100,2019,robbery,9,7
6135,GA0530100,2019,arson,0,2
6136,GA0530100,2019,aggravated-assault,16,30
6137,GA0530100,2019,violent-crime,25,39
6138,GA0530100,2019,burglary,10,41
6139,GA0530100,2019,homicide,0,1
6140,GA0530100,2019,human-trafficing,0,0
6141,GA0530100,2019,larceny,23,239
6142,GA0530100,2019,motor-vehicle-theft,2,11
6143,GA0530100,2019,property-crime,35,291
